"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18","X2020.09.19","X2020.09.20","X2020.09.21","X2020.09.22","X2020.09.23","X2020.09.24","X2020.09.25","X2020.09.26","X2020.09.27","X2020.09.28","X2020.09.29","X2020.09.30","X2020.10.01","X2020.10.02","X2020.10.03","X2020.10.04","X2020.10.05","X2020.10.06","X2020.10.07","X2020.10.08","X2020.10.09","X2020.10.10","X2020.10.11","X2020.10.12","X2020.10.13","X2020.10.14","X2020.10.15","X2020.10.16","X2020.10.17","X2020.10.18","X2020.10.19","X2020.10.20","X2020.10.21","X2020.10.22","X2020.10.23","X2020.10.24","X2020.10.25","X2020.10.26","X2020.10.27","X2020.10.28","X2020.10.29","X2020.10.30","X2020.10.31","X2020.11.01","X2020.11.02","X2020.11.03","X2020.11.04","X2020.11.05","X2020.11.06","X2020.11.07","X2020.11.08","X2020.11.09","X2020.11.10","X2020.11.11","X2020.11.12","X2020.11.13","X2020.11.14","X2020.11.15","X2020.11.16","X2020.11.17","X2020.11.18","X2020.11.19","X2020.11.20","X2020.11.21","X2020.11.22","X2020.11.23","X2020.11.24","X2020.11.25","X2020.11.26","X2020.11.27","X2020.11.28","X2020.11.29","X2020.11.30","X2020.12.01","X2020.12.02","X2020.12.03","X2020.12.04","X2020.12.05","X2020.12.06","X2020.12.07","X2020.12.08","X2020.12.09","X2020.12.10","X2020.12.11","X2020.12.12","X2020.12.13","X2020.12.14","X2020.12.15","X2020.12.16","X2020.12.17","X2020.12.18","X2020.12.19","X2020.12.20","X2020.12.21","X2020.12.22","X2020.12.23","X2020.12.24","X2020.12.25","X2020.12.26","X2020.12.27","X2020.12.28","X2020.12.29","X2020.12.30","X2020.12.31","X2021.01.01","X2021.01.02","X2021.01.03","X2021.01.04","X2021.01.05","X2021.01.06","X2021.01.07","X2021.01.08","X2021.01.09","X2021.01.10","X2021.01.11","X2021.01.12","X2021.01.13","X2021.01.14","X2021.01.15","X2021.01.16","X2021.01.17","X2021.01.18","X2021.01.19","X2021.01.20","X2021.01.21","X2021.01.22","X2021.01.23","X2021.01.24","X2021.01.25","X2021.01.26","X2021.01.27","X2021.01.28","X2021.01.29","X2021.01.30","X2021.01.31","X2021.02.01","X2021.02.02","X2021.02.03","X2021.02.04","X2021.02.05","X2021.02.06","X2021.02.07","X2021.02.08","X2021.02.09","X2021.02.10","X2021.02.11","X2021.02.12","X2021.02.13","X2021.02.14","X2021.02.15","X2021.02.16","X2021.02.17","X2021.02.18","X2021.02.19","X2021.02.20","X2021.02.21","X2021.02.22","X2021.02.23","X2021.02.24","X2021.02.25","X2021.02.26","X2021.02.27","X2021.02.28","X2021.03.01","X2021.03.02","X2021.03.03","X2021.03.04","X2021.03.05","X2021.03.06","X2021.03.07","X2021.03.08","X2021.03.09","X2021.03.10","X2021.03.11","X2021.03.12","X2021.03.13","X2021.03.14","X2021.03.15","X2021.03.16","X2021.03.17","X2021.03.18","X2021.03.19","X2021.03.20","X2021.03.21","X2021.03.22","X2021.03.23","X2021.03.24","X2021.03.25","X2021.03.26","X2021.03.27","X2021.03.28","X2021.03.29","X2021.03.30","X2021.03.31","X2021.04.01","X2021.04.02","X2021.04.03","X2021.04.04","X2021.04.05","X2021.04.06","X2021.04.07","X2021.04.08","X2021.04.09","X2021.04.10","X2021.04.11","X2021.04.12","X2021.04.13","X2021.04.14","X2021.04.15","X2021.04.16","X2021.04.17","X2021.04.18","X2021.04.19","X2021.04.20","X2021.04.21","X2021.04.22","X2021.04.23","X2021.04.24","X2021.04.25","X2021.04.26","X2021.04.27","X2021.04.28","X2021.04.29","X2021.04.30","X2021.05.01","X2021.05.02","X2021.05.03","X2021.05.04","X2021.05.05","X2021.05.06","X2021.05.07","X2021.05.08","X2021.05.09","X2021.05.10","X2021.05.11","X2021.05.12","X2021.05.13","X2021.05.14","X2021.05.15","X2021.05.16","X2021.05.17","X2021.05.18","X2021.05.19","X2021.05.20","X2021.05.21","X2021.05.22","X2021.05.23","X2021.05.24","X2021.05.25","X2021.05.26","X2021.05.27","X2021.05.28","X2021.05.29","X2021.05.30","X2021.05.31","X2021.06.01","X2021.06.02","X2021.06.03","X2021.06.04","X2021.06.05","X2021.06.06","X2021.06.07","X2021.06.08","X2021.06.09","X2021.06.10","X2021.06.11","X2021.06.12","X2021.06.13","X2021.06.14","X2021.06.15","X2021.06.16","X2021.06.17","X2021.06.18","X2021.06.19","X2021.06.20","X2021.06.21","X2021.06.22","X2021.06.23","X2021.06.24","X2021.06.25","X2021.06.26","X2021.06.27","X2021.06.28","X2021.06.29","X2021.06.30","X2021.07.01","X2021.07.02","X2021.07.03","X2021.07.04","X2021.07.05","X2021.07.06","X2021.07.07","X2021.07.08","X2021.07.09","X2021.07.10","X2021.07.11","X2021.07.12","X2021.07.13","X2021.07.14","X2021.07.15","X2021.07.16","X2021.07.17","X2021.07.18","X2021.07.19","X2021.07.20","X2021.07.21","X2021.07.22","X2021.07.23","X2021.07.24","X2021.07.25","X2021.07.26","X2021.07.27","X2021.07.28","X2021.07.29","X2021.07.30","X2021.07.31","X2021.08.01","X2021.08.02","X2021.08.03","X2021.08.04","X2021.08.05","X2021.08.06","X2021.08.07","X2021.08.08","X2021.08.09","X2021.08.10","X2021.08.11","X2021.08.12","X2021.08.13","X2021.08.14","X2021.08.15","X2021.08.16","X2021.08.17","X2021.08.18","X2021.08.19","X2021.08.20","X2021.08.21","X2021.08.22","X2021.08.23","X2021.08.24","X2021.08.25","X2021.08.26","X2021.08.27","X2021.08.28","X2021.08.29","X2021.08.30","X2021.08.31","X2021.09.01","X2021.09.02","X2021.09.03","X2021.09.04","X2021.09.05","X2021.09.06","X2021.09.07","X2021.09.08","X2021.09.09","X2021.09.10","X2021.09.11","X2021.09.12","X2021.09.13","X2021.09.14","X2021.09.15","X2021.09.16","X2021.09.17","X2021.09.18","X2021.09.19","X2021.09.20","X2021.09.21"
"200","city","Austin","driving","","Texas","United States",100,99.17,103.96,105.19,119.18,118.27,93.77,100.92,105.65,102.7,107.8,123.08,117.17,87.33,99.23,104.96,106.5,106.92,126.53,122.84,84.37,96.37,104.34,99.29,109.23,126.45,122.23,85.21,97.93,105.4,108.27,121.58,144.59,133.35,110.7,107.48,105.93,108.23,113.58,137.11,135.32,95.87,106.11,115.16,114.22,126.32,142.59,140.48,99.11,104.8,111.36,110.5,118.06,140.9,139.35,100.73,114.73,120.28,119.55,119.99,120.73,98.11,66.26,77.18,69.24,66.82,62.38,59.92,48.92,39.82,54.75,55.25,45.4,47.56,52.94,45.24,37.88,42.87,48.26,49.39,45.4,48.54,40.88,36.17,45.52,48.09,49.1,47.77,56.16,46.86,34.38,49.33,50.73,55.09,55.44,59.24,54.02,45.1,56.37,55.43,52.22,60.84,68.45,64.19,51.83,58.11,61.2,61.67,66.22,78.11,73.68,59.54,67.67,68.8,70.28,72.14,84.54,81.12,62.64,NA,NA,76.87,82.06,92.68,88.33,75.44,84.83,89.16,91.68,94.73,111.19,105.68,83.28,77.76,91.43,91.61,99.17,115.27,115.5,87.93,95.66,95.29,98.79,104.3,120.85,117.03,95.81,100.82,102.36,105.9,108.98,128.15,124.31,99.27,102.95,104.13,106.05,109.77,128.48,118.13,89.96,100.41,98.32,103.07,107.51,117.23,114.05,88.94,99.31,102.55,105.06,112.71,115.52,88.32,83.52,98.73,99.75,102.55,105.7,121.15,111.91,89.6,98.65,101.84,103.43,107.96,123.43,117.42,94.05,100.88,101.51,105.97,109.12,126.67,116.53,92.44,103.54,105.07,108.97,113.61,124.78,126.04,97.45,107.82,108.59,110.66,115.07,130.7,126.65,102.74,106.71,107.91,111.92,114.5,132.09,130.34,105.17,107.09,107.5,109.27,117.39,135.25,129.79,104.06,104.22,113.5,124.74,125.83,137.87,132.78,100.53,103.43,106.54,105.05,110.68,131.81,137.39,117.4,104.77,103.13,95.91,108.1,130.85,132.22,98.73,102.88,106.27,109.17,111.39,136.37,135.5,100.51,92.93,96.09,103.18,109.86,133.7,130.34,98.23,100.26,101.37,105.34,111.45,133.93,130.08,99.71,100.4,102.9,103.81,110.2,135.4,130.48,100.22,103.76,104.26,105.99,112.03,136.88,131.18,100.71,99.86,103.32,107.02,111,133.06,131.44,97.83,95.07,96.2,98.79,113.08,135.43,126.34,90.89,96.22,98.69,91.07,98.03,119.04,117.57,89.55,92.27,95.16,100.46,92.37,121.68,119.86,89.62,91.06,94.12,98.38,101.88,121.54,112.23,87.13,103.29,107.3,110.36,49.88,85.05,84.11,78.17,89.99,91.68,92.74,97.7,115.18,112.05,87.04,92.87,95.63,100.65,104.3,118.01,121.03,85.52,96,99.74,103.73,107.85,123.99,109.25,90.92,108.31,111.05,113.76,78.64,40.18,80.89,77.52,95.31,98.72,97.02,91.09,74.5,96.62,80.99,92.96,94.19,87.92,93.84,108.83,106.87,50.71,84.48,91.45,93.51,97.7,114.3,116.15,92.89,98.88,85.58,86.16,92.34,112.66,109.84,79.18,89.41,92.91,93.87,95.44,116.6,119.33,91.99,92.94,93.53,97,104.35,117.3,121.58,84.76,91.19,94.39,95.33,81.46,100.49,86.45,39.12,26.01,38.52,31.62,37.44,69.12,95.32,86.73,104,109.17,109.53,110.46,129.42,132.74,97.7,98.49,106.01,110.39,116.16,139.41,142.1,107.4,106.72,110.67,115.08,119.99,NA,136.82,106.66,119.14,120.53,129.26,132.21,149.93,149.45,113.6,109.35,116.25,116.3,126.02,151.23,153.09,113.44,116.94,118.53,123.73,132.81,150.59,130.15,89.6,116.2,119.53,123.09,129.19,154.16,155.76,114.5,115.82,118.98,121.65,121.72,147.83,154.31,116.49,115.78,122.11,123.16,127.37,140.97,161.39,121.14,117.3,118.89,121.87,123.17,144.42,132.55,120.59,120.7,122.26,130.14,137.54,161.01,156.16,106.84,118.26,117.97,125.06,136.93,161.29,157.56,112.45,119.66,120.24,125.75,140.54,164.16,152.22,115.43,121.04,129.14,136.61,145.95,162.74,164.23,130.55,118.28,134.53,138.95,135.21,159.02,152.71,120.71,131.42,136.66,144.83,150.55,169.79,163.45,126.27,137.86,141.36,146.92,151.41,170.33,160.36,117.94,136.3,140.29,144.08,148.95,169.97,160.48,126.33,132.82,136.85,144.01,151.08,164.47,145.57,114.02,120.53,134.97,140.44,144.25,156.95,154.59,122.44,135.16,141.34,145.53,152.24,172.19,164.61,128.46,135.67,140.19,140.86,149.82,165.64,158.47,125.66,133.77,138.43,141.43,146.62,164.09,155.1,121.05,125.01,135.02,140.01,135.09,161.64,153.97,122.01,133.1,135.48,137.7,145.29,163.77,155.39,117.25,137.44,139.02,141.94,148.55,170.88,166.47,127.11,136.11,138.2,139.41,141.58,161.25,153.86,118.67,128.66,135.98,138.49,144.3,176.3,166.88,133.22,116.68,131.78,134.85,142.7,163.33,151.07,116.98,125.93,132.22,142.29,145.58,175.63,171.35,122.68,130.41,134.21
"201","city","Austin","transit","","Texas","United States",100,105.32,107.85,105.53,108.08,109.55,98.66,124.08,149.72,136.2,142.01,150.52,126.9,105.73,137.87,131.83,131.35,137.1,146.45,130.32,101.92,129.35,132.78,119.41,134.58,142.07,119.82,99.89,125.75,131.57,137.39,146.86,157.69,129.13,127.57,132.49,128.87,127.92,130.78,146.15,134.33,119.28,131.41,134.12,128.61,142.15,154.25,139.55,107.99,128.4,137.58,127.24,136.71,147.4,131.07,102.02,129.52,136,125.82,126.32,104.31,79.98,59.07,68.09,59.2,55.21,50.01,41.02,32.58,34.7,42.8,39.58,34.41,35.83,37.12,30.12,30.95,28.2,34.54,33.69,29.63,29.41,24.1,24.89,33.33,35.2,34.74,34.18,31,27.09,25.94,30.3,30.87,31.23,29.33,29.96,27.13,26.92,34.7,30.16,30.68,36.09,34.52,33.57,29.83,33.33,35.37,36.68,33.61,41.49,38.38,34.2,40.84,39.97,41.73,41.7,42.07,40.82,32.91,NA,NA,40.45,39.87,39.54,42.73,36.91,48.26,44.59,46.99,48.2,50.69,47.1,42.08,36.64,47.34,49.52,50.03,50.77,51.87,43.73,47.34,47.29,49.17,52.73,52.51,52.67,48.4,54.3,50.32,52,56.47,58.64,55,50.08,53.97,53.59,53.71,55.24,57.31,53.91,46.78,52.18,48.57,51.75,53.86,51.03,49.84,41.01,50.73,52.31,50.99,52.07,51.68,37.99,38.85,47.5,49.33,48.96,50.09,50.8,44.28,41.62,46.26,48.16,46.43,49.24,47.88,46.41,42.12,48.52,49.45,48.04,47.19,52.44,46.79,43,47.58,48,48.78,49.77,50.94,53.29,42.27,55.34,53.21,49.12,47.81,53.61,53.07,44.04,53.45,50.55,53.05,52.31,57.48,52.26,49.89,54.09,59.24,55.4,55.09,64.75,60.1,56.8,63.36,63.17,65.68,67.69,70.95,65.83,53.97,61.06,60.15,56.67,58.75,59.55,65.66,57.55,55.86,55.84,50.03,57.28,66.84,66.92,53.23,60.22,59.54,66.19,61.61,70.21,72.84,57.96,55.42,60.07,61.96,64.72,70.05,62.78,55.09,57.95,57.61,58.98,63.21,67.58,68.13,53.91,61.18,61.17,62.52,61.77,70.1,65.43,59.59,59.74,62.04,60.05,63.49,70.04,62.93,52.91,60.15,61.94,60.18,60.53,67.62,64.57,54.7,59.59,54.6,58.88,61.82,66.95,65.04,49.35,57.11,56.59,54.56,59.1,64.07,57.76,50.69,57.55,58.18,55.72,55.5,66.03,59.67,51.12,54.64,53.59,56,58.01,61.77,56.25,49.21,55.78,55.8,54.64,33.62,41.4,42.39,40.72,47.14,50.72,49.39,53.19,57.24,47.9,43.99,53.31,54.9,53.75,56.2,57.07,51.74,43.69,55.22,54.18,52.5,53.83,52.85,49.33,44.96,52.02,51.55,49.28,36.57,25.26,39.61,42.69,50.65,48.61,44.6,37.07,37.64,43.98,44.56,55.81,57.29,49.51,51.63,56.43,48.17,33.76,50.23,52.75,55.65,53.09,58.2,55.86,49.52,55.64,57.8,49.1,54.42,62.44,58.36,45.19,59.18,60.63,58.39,55.45,59.7,56.92,48.26,62.52,61.33,57.4,59.86,61.98,60.45,48.52,58.86,53.69,53.14,45.16,52.32,44.3,46.87,26.69,28.68,23.24,29.55,36.36,41.36,48.26,58.4,61.17,61.65,56.65,65.84,63.57,52.89,56.72,62.65,60.53,60.86,71.97,67.09,56.77,60.33,63.65,57.99,62.22,NA,62.52,51.75,66.39,65.7,64.24,69.22,67.74,63.93,59.48,57.47,63.48,60.21,66.5,76.5,76.22,57.92,63.76,67.57,69.93,67.75,72.71,65.78,54.09,67.99,70.75,69.93,71.39,78.04,76.5,63.16,72.12,70.71,66.82,65.3,74.55,77.92,60.33,65.2,70.77,68.96,67.79,70.38,86.01,72.05,74.23,70.85,67.87,65.05,73.43,68.93,66.42,72.99,75.42,76.54,76.36,80.95,77.91,63.51,68.33,74.07,71.49,79.94,89.74,77.87,65.43,72.58,71.52,71.96,81,81.07,69.42,60.46,73.38,76.41,77.28,77.83,82.71,78.89,66.15,70.08,86.88,81.74,71.32,80.54,76.34,73.18,81.55,82.71,86.37,86.6,89.9,84.62,70.17,87.07,85.36,90.52,85.55,89.27,87.55,69.62,82.85,85.73,85.17,83.12,84.66,83.42,76.97,82.37,80.5,86.53,88.19,86.6,79.94,72.86,72.63,87.95,89.05,82.47,82.58,83.7,73.23,84.25,89.82,83.45,86.67,93.44,86.48,74.3,80.94,83.2,84.83,88.86,92.68,83.57,72.99,77.84,83.45,90.32,81.57,85.05,80.02,68.13,68.54,83.61,82.86,77.91,87.3,76.98,71.47,85.6,84.57,82.82,84.14,86.01,85.31,72.23,100.96,97.77,101.68,104.97,112.05,110.73,100.6,126.54,137.75,162.56,156.79,147.93,118.86,100.28,149.35,151.68,145.95,145.31,148.37,115.86,97.9,90.07,131.14,140.14,136.31,134.49,116.87,97.89,124.98,129.87,138.36,129.31,144.28,132.81,95.85,138.14,139.79
"202","city","Austin","walking","","Texas","United States",100,101.52,105.54,107.57,146.21,194.36,136.85,132.35,155.62,140.22,145.05,181.66,189.79,126.31,134.23,126.43,123.77,125.12,169,195.5,113.33,115.97,128.04,113.13,131.83,175.34,193.38,104.09,103.1,103.43,117.88,140.03,201.69,234.57,188.96,133.69,112.76,113.24,126.15,178.76,217.4,132.23,125.76,131.98,126.88,145.94,200.31,235.17,135.5,117.5,123.86,106.39,141.34,191.55,217.68,139.34,117.64,142.99,132.61,131.47,134.64,130.28,69.6,74.24,64.45,62.73,59.1,51.43,43.66,42.39,55.6,58.81,49.15,49.94,54.06,49.25,43.98,38.71,52.83,52.54,42.78,43.17,36.1,40.51,48.37,51.8,50.53,46.33,57.72,48.45,39.43,49.4,49.84,53.72,54.6,51.89,53.95,48.04,54.83,53.05,49.95,61.1,64.19,66.11,55.1,58.4,60.47,63.71,65.62,74.34,76.19,61.48,66.54,68.3,71.25,71.06,81.59,84.26,62.4,NA,NA,77.69,83.25,93.42,99.51,81.89,92.01,94.22,94.29,99.86,118.5,127.44,95.42,83.16,98.47,95.43,105.22,132.16,142.11,102.78,98.8,100.93,103.71,109,133.7,143.51,113.35,105.92,105.95,113.58,114.93,152.85,168.4,114.39,107.65,108.54,113.25,116.31,147.37,147.67,95.48,107.63,104.24,108.25,114.44,128.63,132.22,96.29,107.26,108.95,107.77,116.81,131.76,101.87,89.7,103.58,104.59,107.87,113.02,129.47,123.82,94.4,103.75,106.76,109.08,111.3,132.09,134.29,100.13,108.94,106.17,110.2,115.29,139.39,132.92,94.82,107.56,109.37,114.15,121.18,128.65,151.29,103.92,109.11,116.02,118.41,119.24,144.4,151.63,111.62,114.12,118.53,118.11,122.6,148.7,167.18,123.01,122.92,127.14,126.99,139.73,171.67,183.03,138.8,138.02,150.56,170.09,163.46,176.87,179.1,120.43,122.71,124.77,118.76,124.6,161.52,204.18,169.14,125.64,114.83,101.45,126.83,165.72,189.12,122.65,119.33,122.52,126.4,128.46,172.14,196.02,127.03,100.16,114.45,119.24,131.06,168.13,188.23,119.99,115.41,120.17,121.89,130.96,180.86,207.87,123.35,114.09,119.05,118.12,125.71,173.93,197.42,129.3,120.8,121.57,121.78,127.87,174.92,196.41,124.99,114,116.77,119.59,131.58,168.79,202.31,123.04,103.62,103.69,111.66,131.84,174.33,218.16,121.83,112.28,119.83,105.54,119.46,158.3,191.98,119.52,109.68,111.71,122.05,111.23,163.43,181.52,118.96,105.17,111.37,115.19,124.08,153.03,160.55,111.37,121.71,121.47,125.22,56.64,113.3,106.62,89.88,102.08,109.23,107.81,116.65,148.22,152.7,110.65,109.18,115.4,121.71,125.74,146.47,172.89,105.88,108.82,116.41,122.72,127.36,149.76,143.26,114.46,126.76,126.05,126.71,89.98,42.76,103.46,96.84,111.99,118.08,110.01,116.17,104.35,131.08,99.13,112.09,112.19,99.74,109.18,128.73,140.42,61.31,95.76,101.35,110.63,112.93,143.13,170.98,129.75,124.24,97.65,98.22,112.4,147.41,159.79,97.08,106.91,109.97,108.14,112.42,146.14,178.74,122.99,108.8,109.82,112.61,121.75,147.43,180.59,112.74,106.53,106.31,101.44,85.03,115.87,118.8,68.28,76.68,93.57,76.11,64.86,86.16,127.62,110.7,122.26,124.14,125.77,123.08,166.93,197.93,122.24,107.74,123.81,128.97,136.58,183.16,216.02,140.84,121.88,123.92,128.54,140.7,NA,200.74,141,148.83,147.39,164.5,166.66,214.22,246.94,150,122.66,134.99,135.98,158.72,221.54,257.28,158.66,136.9,137.78,141.2,162.95,210.8,198.8,116.78,135.41,141.38,149.49,162.57,222.29,262.16,159.31,135.87,135.67,138.57,147.63,210.86,265.29,153.86,135.74,144.98,139.93,154.53,209.9,305.25,182.05,142.14,138.5,140.96,143.61,197.67,213.99,170.08,144.12,147.49,166.78,180.95,231.65,245.12,134.52,138.84,133.8,147.99,176.94,233.26,269.37,149.21,141.84,136.56,157.57,187.27,251.65,266.04,151,146.03,154.9,162.24,182.71,215.59,300.01,207.98,156.71,162.28,167.35,156.74,231.44,251.42,166.58,158.8,161.69,172.84,190.72,250.23,255.28,164.53,160.93,168.83,180.14,186.99,239.52,256.35,145.39,157.39,165.77,170.22,183.74,244.36,260.75,170.71,154.64,158.37,168.96,186.37,227.01,247.29,197.41,148.27,162.6,176.32,177.68,218.03,247.07,161.33,161.24,176.4,178.92,192.75,244.8,278.62,176.82,161.78,168.01,167.94,189.01,240.62,264.21,163.49,158.91,175.93,174.19,181.1,230.42,246.97,154.81,140.05,163.25,172.53,168.05,221.1,245.56,165.22,161.61,163.19,164.57,180.88,238.43,263,157.33,181.82,181.41,193.59,205.31,276,334,233.87,251.22,258.39,284.08,273.94,300.17,283.29,183.25,219.31,223.24,224.29,230.47,291.51,359.17,230.12,160.41,187.68,200.5,212,261.26,269.04,174.61,186.64,187.99,215.64,218.29,298.77,358.84,181.48,184.88,192.57
